Topic,Sentiment,TweetText,TweetDate,TweetId
apple,neutral,Why apple Stock Had a Mini-Flash Crash Today: Money Morning: Nothing the analysts suggested would make a widel... http://t.co/jFGsSy2Ei3,Mon Dec 01 22:22:09 +0000 2014,5.4e+17
apple,neutral,The JH Hines Staff with their newly issued @apple #ConnectED Macbook and iPad mini #txed http://t.co/82YjiCJBxH,Mon Dec 01 23:12:40 +0000 2014,5.4e+17
apple,neutral,@robconeybeer: You need an IP portfolio to defend against big companies - just look at @Samsung @Apple court battles,Mon Dec 01 23:43:14 +0000 2014,5.4e+17
apple,negative,"@Apple, For the love of GAWD, CENTER the '1'on the damn calendar app. You fixed it once, its back, off center, AGAIN! http://t.co/dMyAHEm1Lc",Mon Dec 01 23:55:55 +0000 2014,5.4e+17
apple,negative,i get the storage almost full notification literally every 5 minutes chill @apple,Tue Dec 02 00:06:05 +0000 2014,5.4e+17
apple,negative,I had to do made the #switch from iPhone 6 to the galaxy note edge. @apple keep up http://t.co/1Vve1htP0n,Tue Dec 02 00:14:25 +0000 2014,5.4e+17
apple,negative,@ me RT @101Baemations: Can't stand those ppl with @Apple stickers everywhere. 9/10 they prob just bought an iPod shuffle,Tue Dec 02 00:15:11 +0000 2014,5.4e+17
apple,neutral,Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:15:14 +0000 2014,5.4e+17
apple,positive,Latest Apple Products Leading in Efficiency http://t.co/KHeNlVT1FJ @apple #iPhone #iPad #plugloads,Tue Dec 02 00:15:16 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:15:26 +0000 2014,5.4e+17
apple,neutral,Good be huge RT @thehill Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/QmLBuvG6Xz,Tue Dec 02 00:16:03 +0000 2014,5.4e+17
apple,neutral,@thehill @Apple i cite the 4th amendment as a retort,Tue Dec 02 00:16:04 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:16:27 +0000 2014,5.4e+17
apple,positive,RT @saxonidubom: @rwang0 @Apple Thanks...thinking of upgrading.,Tue Dec 02 00:17:02 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:18:59 +0000 2014,5.4e+17
apple,neutral,Way to stay relevant RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/mptcggWZO1,Tue Dec 02 00:22:26 +0000 2014,5.4e+17
apple,neutral,Apple Inc. Flash Crash: What You Need to Know http://t.co/Ko9PT6yuMV apple,Tue Dec 02 00:22:31 +0000 2014,5.4e+17
apple,neutral,"http://t.co/hpC7p1rHvA
need help on using your #Apple #iPhone6 &amp; #iPhone6Plus ? #checkitout
@applenws @apple http://t.co/K3fQHPazMc",Tue Dec 02 00:23:47 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:24:26 +0000 2014,5.4e+17
apple,negative,That flash crash really screwed with a lot of traders today. Not me. Im more determined than ever to make trading work for me apple,Tue Dec 02 00:24:47 +0000 2014,5.4e+17
apple,neutral,RT @tra_hall: The JH Hines Staff with their newly issued @Apple #ConnectED Macbook and iPad mini #txed http://t.co/82YjiCJBxH #txed,Tue Dec 02 00:25:38 +0000 2014,5.4e+17
apple,negative,Nigga update yall headphones @Apple,Tue Dec 02 00:27:23 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:27:36 +0000 2014,5.4e+17
apple,negative,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:28:38 +0000 2014,5.4e+17
apple,negative,"Ok, @apple. You win. I won't use your browser anymore since it keeps closing on me. Literally 8 times today. I counted.",Tue Dec 02 00:29:58 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:31:26 +0000 2014,5.4e+17
apple,negative,@thehill @Apple I cite the us constitution where judges cannot pass laws! Violation of the separation of powers,Tue Dec 02 00:32:42 +0000 2014,5.4e+17
apple,negative,@apple U need to get ur fucking shit together and let me txt while on YouTube,Tue Dec 02 00:34:51 +0000 2014,5.4e+17
apple,negative,@thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure,Tue Dec 02 00:38:41 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:39:47 +0000 2014,5.4e+17
apple,neutral,@thehill @Apple Furthermore there are no provisions for secrecy in the constitution as such such activities are sedition by the US gov.,Tue Dec 02 00:39:51 +0000 2014,5.4e+17
apple,negative,apple:Here's why Apple dropped...http://t.co/qVpNCJv1pb,Tue Dec 02 00:45:03 +0000 2014,5.4e+17
apple,neutral,This one chart explains @tim_cook's affect on @Apple. Paints an interesting story. What do you think? http://t.co/7cBY6jL5Pn,Tue Dec 02 00:45:22 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:47:23 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:47:46 +0000 2014,5.4e+17
apple,neutral,"Final apple #PutCallRatios for Monday, December 1, 2014 http://t.co/EVJC0tNGPJ",Tue Dec 02 00:51:10 +0000 2014,5.4e+17
apple,neutral,apple Launches Red #Apple Logo for World AIDS Day: Dec. 1 is World AIDS Day and the red Apple logo will be abl... http://t.co/crc6VpIELd,Tue Dec 02 00:53:22 +0000 2014,5.4e+17
apple,negative,hey @apple fuck you,Tue Dec 02 00:53:58 +0000 2014,5.4e+17
apple,neutral,5 Companies Growing Faster Than Apple Inc. http://t.co/PgCG4CkJK9 apple,Tue Dec 02 00:54:31 +0000 2014,5.4e+17
apple,negative,@apple why doesn't your people explain precautions when buying an expensive laptop,Tue Dec 02 00:56:11 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 00:56:43 +0000 2014,5.4e+17
apple,neutral,@Quailman_ @Apple u was bored huh,Tue Dec 02 00:59:49 +0000 2014,5.4e+17
apple,neutral,RT @wagner_tim: @robconeybeer: You need an IP portfolio to defend against big companies - just look at @Samsung @Apple court battles,Tue Dec 02 01:04:41 +0000 2014,5.4e+17
apple,negative,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given today. #badservice #Apple",Tue Dec 02 01:05:37 +0000 2014,5.4e+17
apple,negative,@Apple made it clear today that I as a customer are not worth a measly $79!! An employee gave mis info and they will not stand behind it,Tue Dec 02 01:06:42 +0000 2014,5.4e+17
apple,neutral,INSPI(RED) by @Apple and @tim_cook on #WorldAIDSDAY. 100% of #AppsforRED in @AppStore go to fight AIDs. Get @Farmville2 and @CSRRacing @RED,Tue Dec 02 01:06:58 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 01:07:53 +0000 2014,5.4e+17
apple,neutral,16GB @Apple #iPad Air 2 Retina WiFi Tablet $400 + Free Shipping via #EBAY http://t.co/TrkYuoYew7 #CyberMonday #firstworldproblems,Tue Dec 02 01:09:53 +0000 2014,5.4e+17
apple,positive,Photo: Love IOS 8 @apple @iphone #Love #IOS8 #NoCrop #iphone #young #phone #screen #capturescream #boy... http://t.co/fIDj9FxHDV,Tue Dec 02 01:11:43 +0000 2014,5.4e+17
apple,negative,Why does @Apple force people to use its VPN built in to iOS8? Off button doesn't work FFS. Like I want Apple's NSA data collection service.,Tue Dec 02 01:13:03 +0000 2014,5.4e+17
apple,negative,Then how the hell did I take this screenshot? @apple @timcook http://t.co/NvFWwi4JsM,Tue Dec 02 01:15:12 +0000 2014,5.4e+17
apple,neutral,RT @thehill Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/WY4zI6XQtF,Tue Dec 02 01:17:55 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 01:22:40 +0000 2014,5.4e+17
apple,negative,Buy round lot on the open MT @WSJD apple stock briefly dove 6.4% today. Analysts not sure why http://t.co/F6e73eJUJE http://t.co/2qQvMWOotv,Tue Dec 02 01:25:49 +0000 2014,5.4e+17
apple,negative,3G is draining my battery fix this @apple,Tue Dec 02 01:36:18 +0000 2014,5.4e+17
apple,negative,@apple your chargers suck ass! They just love to break!,Tue Dec 02 01:40:38 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 01:44:36 +0000 2014,5.4e+17
apple,neutral,"apple:My Three Horsemen Of The NASDAQ 100:  Apple, Microsoft And Gilead Scie...http://t.co/cDvoZfGSBX",Tue Dec 02 01:45:03 +0000 2014,5.4e+17
apple,neutral,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 01:47:52 +0000 2014,5.4e+17
apple,negative,I'm hoping @apple won't automatically make us download Bruce Springsteen and U2 singing together.  #u2 #bruce #espn #thatwasbad,Tue Dec 02 01:49:00 +0000 2014,5.4e+17
apple,negative,@thehill @Apple What a joke! Justice Dept should prosecute Killer Wilson in pursuit of JUSTICE. #Ferguson IS NOT OVER!,Tue Dec 02 01:52:00 +0000 2014,5.4e+17
apple,neutral,@aydlettgwyn13 @apple please educate us,Tue Dec 02 01:52:18 +0000 2014,5.4e+17
apple,negative,RT @TinfoilTricorn: @thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure,Tue Dec 02 01:53:41 +0000 2014,5.4e+17
apple,neutral,The game #traders play in the name of #market #liquidity #HFT #darkpools #stock #trading #algorithms apple  http://t.co/laKjpr89S8,Tue Dec 02 01:58:06 +0000 2014,5.4e+17
apple,neutral,apple:10 Steve Jobs emails you need to read...http://t.co/82G1kL94tx,Tue Dec 02 02:00:04 +0000 2014,5.4e+17
apple,negative,So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple,Tue Dec 02 02:00:59 +0000 2014,5.4e+17
apple,negative,Thisn#Yosemite update is stressing me out @apple #macbookpro,Tue Dec 02 02:03:46 +0000 2014,5.4e+17
apple,negative,Just broke my 3rd charger of the month. Get your shit together @apple,Tue Dec 02 02:04:40 +0000 2014,5.4e+17
apple,negative,"This iPhone 6 battery isn't as good as you claim, @apple",Tue Dec 02 02:09:56 +0000 2014,5.4e+17
apple,negative,#Nasdaq big fall. @FB @Baba @Twtr @Linkd @Apple fell 3-6% on Monday! See whether follow up ..,Tue Dec 02 02:10:38 +0000 2014,5.4e+17
apple,neutral,"#iPhone #users face big change over @Apple [#Apple]'s Google search choice. (#Monday, 1 #December) http://t.co/fA3KKjQQdA",Tue Dec 02 02:14:37 +0000 2014,5.4e+17
apple,neutral,RT @chanchan1717: @aydlettgwyn13 @apple please educate us,Tue Dec 02 02:14:56 +0000 2014,5.4e+17
apple,positive,"Just updated my ram to 16gb. @apple you guys are like shallow gf's. Take all the money, but dammit you look good.",Tue Dec 02 02:16:00 +0000 2014,5.4e+17
apple,negative,@apple @iphone4 oh it's not fair and i think you're really mean,Tue Dec 02 02:16:19 +0000 2014,5.4e+17
apple,neutral,#whoknew Why isn't @Apple on Twitter? http://t.co/HmsbwjEL1K #interestingfact #passingthetime,Tue Dec 02 02:25:30 +0000 2014,5.4e+17
apple,neutral,RT @JodiSpicer: #whoknew Why isn't @Apple on Twitter? http://t.co/HmsbwjEL1K #interestingfact #passingthetime,Tue Dec 02 02:27:54 +0000 2014,5.4e+17
apple,positive,IBM: @Apple iOS users account for 21.6% of ALL online sales. 3x @android users (6.6%). They are dominating. #business #sales #cybermonday,Tue Dec 02 02:38:28 +0000 2014,5.4e+17
apple,negative,I HATE HOW IOS 8 CAPITALIZES RANDOM WORDS LIKE I DONT WANNA GIVE EMPHASIS TO SOME STUPID WORD IN THA SENTENCE GET UR SELF TOGETHER @Apple,Tue Dec 02 02:56:02 +0000 2014,5.4e+17
apple,neutral,@gr8american23 i've made clear i support rand paul in 2016 in most cases. why is everyone pigeonholed as red or blue? also u like @apple?,Tue Dec 02 02:56:56 +0000 2014,5.4e+17
apple,negative,@apple why was the iphone 4 ever created,Tue Dec 02 02:56:57 +0000 2014,5.4e+17
apple,negative,@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot,Tue Dec 02 03:00:07 +0000 2014,5.4e+17
apple,positive,@apple please can I have new phone for Christmas? #spreadsomejoy,Tue Dec 02 03:00:29 +0000 2014,5.4e+17
apple,neutral,Perfome @apple pie.. http://t.co/eHsgVdej9N,Tue Dec 02 03:01:44 +0000 2014,5.4e+17
apple,neutral,#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. apple #forex #trading #stocks,Tue Dec 02 03:05:07 +0000 2014,5.4e+17
apple,neutral,.@Apple rumoured to be launching a 'Mega Tab' because #biggerisbetter http://t.co/UreeAozPaI,Tue Dec 02 03:05:32 +0000 2014,5.4e+17
apple,neutral,"Apple Inc. PT Upped By Barclays, Morgan Stanley Trims Stake http://t.co/jgysEmQXBl apple",Tue Dec 02 03:09:32 +0000 2014,5.4e+17
apple,negative,IT'S NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT @APPLE,Tue Dec 02 03:09:39 +0000 2014,5.4e+17
apple,neutral,"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final apple #PutCallRatios for Monday, December 1, 2014:  http://t.co/FO160NRHfF",Tue Dec 02 03:13:14 +0000 2014,5.4e+17
apple,neutral,apple:Jim Cramer's 4 Best Stock Picks for the Health Care Sector...http://t.co/CaQgzX0KiJ,Tue Dec 02 03:15:03 +0000 2014,5.4e+17
apple,negative,My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple,Tue Dec 02 03:28:00 +0000 2014,5.4e+17
apple,neutral,"Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",Tue Dec 02 03:30:02 +0000 2014,5.4e+17
apple,neutral,"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",Tue Dec 02 03:31:46 +0000 2014,5.4e+17
apple,neutral,"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",Tue Dec 02 03:42:08 +0000 2014,5.4e+17
apple,neutral,My laptop was completely dead and blacked out for 2 days &amp; I finally opened the inside and fixed it. Hire me @Apple,Tue Dec 02 03:49:22 +0000 2014,5.4e+17
apple,negative,@baseballbridget @apple we couldn't even get a turkey for TDay so they just don't care... #appleemojissuck,Tue Dec 02 03:49:34 +0000 2014,5.4e+17
apple,neutral,"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",Tue Dec 02 03:52:46 +0000 2014,5.4e+17
apple,negative,RT @toricolelli: My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple,Tue Dec 02 03:52:58 +0000 2014,5.4e+17
apple,neutral,"#Apple (NASDAQ: apple) Participates in World Aids Day Campaign: http://t.co/YytgUGXQNB: #Apple, apple, Campaign... http://t.co/XT3Z1sx0P4",Tue Dec 02 03:57:07 +0000 2014,5.4e+17
apple,positive,Well played @apple http://t.co/mGbsxyiA69,Tue Dec 02 03:58:50 +0000 2014,5.4e+17
apple,positive,Thank you @Apple,Tue Dec 02 04:00:59 +0000 2014,5.4e+17
apple,negative,Fix it @apple http://t.co/cHoq6LHeHo,Tue Dec 02 04:07:57 +0000 2014,5.4e+17
apple,positive,RT @_iamGambino: Thank you @Apple,Tue Dec 02 04:08:21 +0000 2014,5.4e+17
apple,negative,How long does it really take for a phone to ship @apple smh,Tue Dec 02 04:09:46 +0000 2014,5.4e+17
apple,neutral,@Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE,Tue Dec 02 04:11:56 +0000 2014,5.4e+17
apple,neutral,RT @smartoutsource1: @Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE,Tue Dec 02 04:12:53 +0000 2014,5.4e+17
apple,neutral,Lol dying @apple http://t.co/EP8hQb2O2H,Tue Dec 02 04:21:29 +0000 2014,5.4e+17
apple,negative,"So, on my iphone5, the @apple health kit is no longer gathering data.  Sigh.",Tue Dec 02 04:24:00 +0000 2014,5.4e+17
apple,neutral,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade apple FREE #website here http://t.co/U4TKeApbxF",Tue Dec 02 04:30:03 +0000 2014,5.4e+17
apple,negative,Thanks @apple for changing yet another fuck into duck...Thanks.,Tue Dec 02 04:30:31 +0000 2014,5.4e+17
apple,negative,@Apple YH News Apple tumbles as much as 6 percent in unusual trading: By Chuck Mikolajczak NEW YORK (Reuters) ...  http://t.co/hNuWafq0sI,Tue Dec 02 04:33:28 +0000 2014,5.4e+17
apple,negative,@brwnskin_beauti cause fuck @apple,Tue Dec 02 04:34:05 +0000 2014,5.4e+17
apple,neutral,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,Tue Dec 02 04:35:14 +0000 2014,5.4e+17
apple,negative,if i buy a 16 gb phone i should have 16 GB'S TO USE @apple,Tue Dec 02 04:36:38 +0000 2014,5.4e+17
apple,negative,fuck you for BREAKING MY MUSIC @apple,Tue Dec 02 04:37:44 +0000 2014,5.4e+17
apple,neutral,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,Tue Dec 02 04:38:57 +0000 2014,5.4e+17
apple,neutral,"Have #Apple, Inc.'s #iPad Sales Peaked? apple http://t.co/2Wpaib3z9M",Tue Dec 02 04:41:05 +0000 2014,5.4e+17
apple,neutral,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,Tue Dec 02 04:48:00 +0000 2014,5.4e+17
apple,neutral,Barclay's #Apple Analyst Joins The Crowd And Increases Price Target - Forbes apple http://t.co/6Z1DwxeCpE,Tue Dec 02 04:53:24 +0000 2014,5.4e+17
apple,negative,just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu,Tue Dec 02 04:54:14 +0000 2014,5.4e+17
apple,negative,RT @AMANDAZUCKERMAN: You should be able to forward a voicemail. Why isn't that a thing? @apple,Tue Dec 02 05:00:08 +0000 2014,5.4e+17
apple,negative,@apple and @facebook I speak for all of humanity; We want to chose what contacts are added to our contacts book from #facebook #thanks,Tue Dec 02 05:03:26 +0000 2014,5.4e+17
apple,negative,@Apple I h8 everything about u,Tue Dec 02 05:06:09 +0000 2014,5.4e+17
apple,negative,@apple ur a disgrace,Tue Dec 02 05:06:55 +0000 2014,5.4e+17
apple,neutral,@apple I want my pictures back,Tue Dec 02 05:07:11 +0000 2014,5.4e+17
apple,negative,My phone is on acid right now @apple fix this,Tue Dec 02 05:07:30 +0000 2014,5.4e+17
apple,negative,@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj,Tue Dec 02 05:11:58 +0000 2014,5.4e+17
apple,negative,@Apple This was NORMAL use-- NO ABUSE! Wrapped it exactly as you instructed me to. This is a fire hazard. You should replace it. #defective,Tue Dec 02 05:13:02 +0000 2014,5.4e+17
apple,positive,"@Apple BTW, I LOVE all of your products.  They rock!  Your power cords are junk.  You seriously need to fix this!",Tue Dec 02 05:14:39 +0000 2014,5.4e+17
apple,neutral,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,Tue Dec 02 05:16:00 +0000 2014,5.4e+17
apple,negative,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,Tue Dec 02 05:20:58 +0000 2014,5.4e+17
apple,negative,Yo @Apple fix your shitty iMessage,Tue Dec 02 05:25:24 +0000 2014,5.4e+17
apple,positive,apple RT @AboveAvalon Apple's Share Repurchases Have Benefited Shareholders by $80 Billion  http://t.co/XHkqFr7whT,Tue Dec 02 05:35:04 +0000 2014,5.4e+17
apple,positive,"Even With Apple Watch Delayed, I'm Raising My AAPL Price Target To $165 - http://t.co/TGENjFl3zI apple #Alex_Cho",Tue Dec 02 05:37:33 +0000 2014,5.4e+17
apple,positive,I love @AIRMILES! Between @chaptersindigo &amp; @apple I earned ~200 miles during the #BlackFriday sale! #freemoney #centsability #cybermonday,Tue Dec 02 05:40:45 +0000 2014,5.4e+17
apple,negative,Yo! @apple this auto correct shit gotta stop!!! changing my shit right when i send it,Tue Dec 02 05:42:54 +0000 2014,5.4e+17
apple,neutral,First @Apple logo was designed by co-founder Ronald Wayne. Drawing of Isaac Newton reading a book under an apple tree,Tue Dec 02 06:00:54 +0000 2014,5.4e+17
apple,negative,Those** PICK UP THE SLACK YOU FUCK BOYS @Apple,Tue Dec 02 06:01:11 +0000 2014,5.4e+17
apple,positive,@surface maybe good product but never better then @apple MacBook Air .... It's a fact,Tue Dec 02 06:09:23 +0000 2014,5.4e+17
apple,negative,fucking faggots @apple,Tue Dec 02 06:52:06 +0000 2014,5.4e+17
apple,negative,@Apple of course that's not their mother fucking @,Tue Dec 02 06:52:43 +0000 2014,5.4e+17
apple,neutral,Apple Inc. Store Logos Turn Red For World AIDS Day http://t.co/nsBtAl4g75 apple,Tue Dec 02 06:54:50 +0000 2014,5.4e+17
apple,negative,the fuck kinda gay shit you print in the fucking ketosis @apple,Tue Dec 02 06:55:35 +0000 2014,5.4e+17
apple,negative,Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd,Tue Dec 02 06:57:40 +0000 2014,5.4e+17
apple,neutral,Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net,Tue Dec 02 07:12:47 +0000 2014,5.4e+17
apple,negative,RT @bella_bong_: @apple U need to get ur fucking shit together and let me txt while on YouTube,Tue Dec 02 07:15:09 +0000 2014,5.4e+17
apple,negative,@apple @Disney Why can't I buy any version let alone the version I actually like of Star Wars on @iTunesMovies #stupid #lame #StarWars,Tue Dec 02 07:16:12 +0000 2014,5.4e+17
apple,neutral,@Apple @tim_cook Perhaps a less malleable metal for the shell of the #iPhone6SPlus. #noticedsomecurve,Tue Dec 02 07:21:27 +0000 2014,5.4e+17
apple,neutral,MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster,Tue Dec 02 07:21:37 +0000 2014,5.4e+17
apple,neutral,MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,Tue Dec 02 07:21:47 +0000 2014,5.4e+17
apple,neutral,iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,Tue Dec 02 07:22:07 +0000 2014,5.4e+17
apple,neutral,iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,Tue Dec 02 07:22:17 +0000 2014,5.4e+17
apple,neutral,@apple where the iPod 6 at doe?,Tue Dec 02 07:24:48 +0000 2014,5.4e+17
apple,negative,"Can @apple drop Audio Only rendition requirement for iOS apps? 
Users hate it 
No other stores want it
Other platforms don't know what it is",Tue Dec 02 07:32:56 +0000 2014,5.4e+17
apple,negative,"None too happy with @Apple Mac OS X (Yosemite), File Vault 2, or Boot Camp right now. Thankful to own a @lenovo.",Tue Dec 02 07:45:08 +0000 2014,5.4e+17
apple,neutral,"#iPhone6S to #emerge spring 2015 with @Apple [#Apple] Watch?. (#Tuesday, 2 #December) http://t.co/NnGLuvYW6M",Tue Dec 02 08:04:55 +0000 2014,5.4e+17
apple,neutral,All my Apps on @apple #ipodtouch5thgen http://t.co/cRhwdbSxSx http://t.co/UNpPU4zrRq,Tue Dec 02 08:25:58 +0000 2014,5.4e+17
